0,屋号,営業所所在地,営業所所在地ビル名,営業者氏名,営業者住所,営業の種類,申請区分,営業所電話番号,初回許可日,営業者電話番号,代表者氏名
7775,ＮＩｔＲＯ,東京都立川市柴崎町２丁目２番２１号,田園キャッスルビル立川６・７階,,,飲食店営業(一般飲食店),新規,,2017/3/17,,
7776,立川焼肉屋台ミートパンチ,東京都立川市柴崎町２丁目２番２６号,入船ビル2階,株式会社グッドフェローズ,東京都立川市曙町２丁目５番１７号Ｓ＆Ｔ、ＩＴＯＨ、ＢＬＤ４Ｆ,飲食店営業(一般飲食店),新規,042-595-9229,2017/6/1,,大貫　敦
7777,イタリアンバル　お結び,東京都立川市柴崎町２丁目２番２６号,入船ビル５階,,,飲食店営業(一般飲食店),新規,042-595-8316,2017/6/23,,
7778,太鼓,東京都立川市柴崎町２丁目２番５号,あすなろＴＢ１,,,飲食店営業(一般飲食店),更新,042-522-1183,1994/4/1,,
7779,やきとり　山長　立川店,東京都立川市柴崎町２丁目２番９号,日盛ビル１Ｆ,セルジェ株式会社,東京都国立市谷保５３７番地,飲食店営業(一般飲食店),更新,042-528-4129,2010/6/22,042-577-5996,牧野　栄太
7780,Ｂｒａｓｓｅｒｉｅ　Ａｍｉｃａｌｅ,東京都立川市柴崎町２丁目３番１３号,EIGHTY.EIGHT.TACHIKAWA.Duo１階,株式会社寺子屋,東京都小金井市前原町３丁目３３番３２号,飲食店営業(一般飲食店),更新,042-512-7868,2010/7/1,042-381-1101,間　光男
7781,BAR　DARK　KNIGHT,東京都立川市柴崎町２丁目３番３号,MSTビル３階,,,飲食店営業(一般飲食店),新規,,2017/10/24,,
7782,オーロール立川店,東京都立川市柴崎町２丁目４番１５号,ビジネスホテルほまれ内,あけぼのパン株式会社,東京都小平市天神町１丁目６４番地,乳類販売業(ショーケース売り),更新,042-527-9473,1997/1/28,042-341-2471,近藤 照男
7783,中国四川料理　山城,東京都立川市柴崎町２丁目４番１６号,,,,飲食店営業(一般飲食店),更新,042-512-8356,2009/12/25,,
7784,馬肉酒場　馬鹿うま　立川南口,東京都立川市柴崎町２丁目４番１８号,山田ビル201号室,,,飲食店営業(一般飲食店),新規,042-540-2811,2017/5/30,,
7785,hoccori　*cafe,東京都立川市柴崎町２丁目５番８号,,,,飲食店営業(一般飲食店),更新,042-595-8379,2011/10/14,,
7786,キッチンオリジン　 立川柴崎町店,東京都立川市柴崎町２丁目６番３号,まるごビル1F,オリジン東秀株式会社,東京都調布市調布ヶ丘１丁目１８番地１調布センタービル5階,乳類販売業(ショーケース売り),更新,042-548-9821,2003/6/12,03-3305-0180,前原　正憲
7787,Bonga’s　Curry　＆　Dining,東京都立川市柴崎町２丁目９番３号,,,,飲食店営業(一般飲食店),新規,042-595-8382,2017/5/19,,
7788,串焼き＆鉄板酒場 ＨＡＬ ＢＡＲ,東京都立川市柴崎町３丁目１０番５号,ＦＭビル１Ｆ,,,飲食店営業(一般飲食店),更新,042-595-8086,2011/5/17,,
7789,ローソン立川南口大通店,東京都立川市柴崎町３丁目１４番２号,,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,飲食店営業(一般飲食店),新規,042-595-7068,2017/11/20,,近藤　博実
7790,ローソン立川南口大通店,東京都立川市柴崎町３丁目１４番２号,,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,菓子製造業(その他の菓子製造業),新規,042-595-7068,2017/11/20,,近藤　博実
7791,ローソン立川南口大通店,東京都立川市柴崎町３丁目１４番２号,,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,乳類販売業(ショーケース売り),新規,042-595-7068,2017/11/20,,近藤　博実
7792,ローソン立川南口大通店,東京都立川市柴崎町３丁目１４番２号,,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,食肉販売業(包装),新規,042-595-7068,2017/11/20,,近藤　博実
7793,ローソン立川南口大通店,東京都立川市柴崎町３丁目１４番２号,,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,魚介類販売業(包装),新規,042-595-7068,2017/11/20,,近藤　博実
7794,ローソン立川南口大通店,東京都立川市柴崎町３丁目１４番２号,,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,食料品等販売業(店舗),新規,042-595-7068,2017/11/20,,近藤　博実
7795,信濃大町アルプスプラザ,東京都立川市柴崎町３丁目１４番３号,,株式会社まちづくり立川,東京都立川市錦町１丁目４番４号,飲食店営業(一般飲食店),新規,042-519-3086,2017/5/9,042-512-5414,岩下　光明
7796,ピリカラ榮,東京都立川市柴崎町３丁目１８番１４号,,成佳貿易合同会社,東京都調布市小島町３丁目１４番地３５,飲食店営業(一般飲食店),新規,042-848-0473,2017/5/30,,童?薇
7797,ecute立川　（３１２区画）,東京都立川市柴崎町３丁目１番１号,,株式会社JR東日本ステーションリテイリング,東京都港区北青山二丁目７番９号,菓子製造業(その他の菓子製造業),新規,042-525-8910,2017/4/17,03-3423-8910,貝瀬　厚
7798,chawan エキュート立川,東京都立川市柴崎町３丁目１番１号,エキュート立川３Ｆ,株式会社すかいらーくレストランツ,東京都武蔵野市西久保一丁目２５番８号,飲食店営業(一般飲食店),新規,042-548-3531,2017/3/22,0422-37-5218,崎田　晴義
7799,ハピ　マルシェ,東京都立川市柴崎町３丁目１番１号,エキュート立川,株式会社ハピマルシェ,東京都中野区東中野三丁目14番26号アイレックスB1階,菓子製造業(生菓子製造業),新規,042-527-1251,2017/11/22,03-5937-4117,川島省吾
7800,サンドイッチハウス　メルヘン　ecute立川店,東京都立川市柴崎町３丁目１番１号,,株式会社メルヘン,東京都八王子市散田町３丁目７番８号,飲食店営業(一般飲食店),新規,042-527-5151,2017/8/1,042-668-1211,原田　純子
7801,浅草今半　ｅｃｕｔｅ立川店,東京都立川市柴崎町３丁目１番１号,エキュート立川　４階厨房　後方厨房８,株式会社今半,東京都台東区西浅草３丁目１番１２号,飲食店営業(弁当屋),更新,,2010/2/1,03-3841-4023,澤井　映子
7802,崎陽軒,東京都立川市柴崎町３丁目１番１号,,株式会社崎陽軒,横浜市西区高島2丁目12番6号,食料品等販売業(包装),新規,042-526-2122,2017/6/26,045-441-8851,野並直文
7803,HOKUOエキュート立川店,東京都立川市柴崎町３丁目１番１号,エキュート立川エキナカEAST,株式会社北欧トーキョー,神奈川県座間市ひばりが丘四丁目２６番１号,乳類販売業(ショーケース売り),新規,042-521-5521,2017/12/1,046-253-0909,中島　純也
7804,HOKUOエキュート立川店,東京都立川市柴崎町３丁目１番１号,エキュート立川エキナカEAST,株式会社北欧トーキョー,神奈川県座間市ひばりが丘四丁目２６番１号,食料品等販売業(包装),新規,042-521-5521,2017/12/1,046-253-0909,中島　純也
7805,グリーン・グルメ,東京都立川市柴崎町３丁目１番１号　エキュート立川２Ｆ,,株式会社ロック・フィールド,兵庫県神戸市東灘区魚崎浜町１５番地２,飲食店営業(そうざい店),更新,042-527-5381,2010/11/10,078-435-2800,岩田　弘三
7806,グリーン・グルメ,東京都立川市柴崎町３丁目１番１号　エキュート立川２Ｆ,,株式会社ロック・フィールド,兵庫県神戸市東灘区魚崎浜町１５番地２,食料品等販売業(店舗),更新,042-527-5381,2010/11/10,078-435-2800,岩田　弘三
7807,ローソンJR立川駅南口店,東京都立川市柴崎町３丁目２７番２５号,１F,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,飲食店営業(一般飲食店),新規,042-519-3171,2017/1/23,,近藤　博実
7808,ローソンJR立川駅南口店,東京都立川市柴崎町３丁目２７番２５号,１F,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,菓子製造業(その他の菓子製造業),新規,042-519-3171,2017/1/23,,近藤　博実
7809,ローソンJR立川駅南口店,東京都立川市柴崎町３丁目２７番２５号,１F,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,乳類販売業(ショーケース売り),新規,042-519-3171,2017/1/23,,近藤　博実
7810,ローソンJR立川駅南口店,東京都立川市柴崎町３丁目２７番２５号,１F,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,食肉販売業(包装),新規,042-519-3171,2017/1/23,,近藤　博実
7811,ローソンJR立川駅南口店,東京都立川市柴崎町３丁目２７番２５号,１F,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,魚介類販売業(包装),新規,042-519-3171,2017/1/23,,近藤　博実
7812,ローソンJR立川駅南口店,東京都立川市柴崎町３丁目２７番２５号,１F,株式会社ケージーカンパニー,東京都八王子市千人町１丁目１０番９号－６０３号,食料品等販売業(店舗),新規,042-519-3171,2017/1/23,,近藤　博実
7813,スナック川津,東京都立川市柴崎町３丁目２番１４号,ＫＤビル４階,,,飲食店営業(一般飲食店),更新,042-529-2228,1993/1/8,,
7814,グランデュオ立川店　イベントマルシェ,東京都立川市柴崎町３丁目２番１号,グランデュオ立川１階イベントマルシェ,ジェイアール東日本商業開発株式会社,東京都立川市柴崎町３丁目２番１号,アイスクリーム類製造業,新規,042-540-2340,2017/8/21,042-540-2340,髙橋　好一
7815,グランデュオ立川店　イベントマルシェ,東京都立川市柴崎町３丁目２番１号,グランデュオ立川１階イベントマルシェ,ジェイアール東日本商業開発株式会社,東京都立川市柴崎町３丁目２番１号,乳類販売業(ショーケース売り),新規,042-540-2340,2017/8/21,042-540-2340,髙橋　好一
7816,ニュー・クイック　立川グランデュオ店,東京都立川市柴崎町３丁目２番１号,グランデュオ立川１階,株式会社 ニュー・クイック,神奈川県藤沢市辻堂二丁目7番1号湘南パールビル6階,菓子製造業(その他の菓子製造業),新規,042-540-2150,2017/8/29,0466-30-1129,加福　正彦
7817,いしがまやハンバーグ　グランデュオ立川店,東京都立川市柴崎町３丁目２番１号,グランディオ立川７階,株式会社ＫＩＣＨＩＲＩ,東京都渋谷区渋谷一丁目１７番２号,飲食店営業(一般飲食店),更新,,2011/6/14,03-5466-3456,平川　昌紀
7818,はなまるうどん　立川駅南口店,東京都立川市柴崎町３丁目２番１号,,株式会社はなまる,東京都中央区日本橋箱崎町36番2号,飲食店営業(そば屋),更新,042-528-8030,2010/7/16,03-5651-8701,門脇　純孝
7819,マザーリーフ　ティースタイル　グランデュオ立川店,東京都立川市柴崎町３丁目２番１号,グランデュオ立川７階,株式会社モスフードサービス,東京都品川区大崎2丁目1番1号,飲食店営業(一般飲食店),更新,042-540-2298,2011/6/13,,中村　栄輔
7820,豆狸・きた乃 グランデュオ立川店１階,東京都立川市柴崎町３丁目２番１号,,株式会社阪急デリカアイ,大阪府大阪市北区角田町８番７号,飲食店営業(弁当屋),新規,042-540-2160,2017/6/13,072-754-1001,森川　保
7821,豆狸・きた乃 グランデュオ立川店１階,東京都立川市柴崎町３丁目２番１号,,株式会社阪急デリカアイ,大阪府大阪市北区角田町８番７号,菓子製造業(生菓子製造業),新規,042-540-2160,2017/6/13,072-754-1001,森川　保
7822,サーティワンアイスクリーム立川南口サザン店,東京都立川市柴崎町３丁目２番１号,１階,寿木本株式会社,東京都八王子市山田町１８８９番地の３１,喫茶店営業(店舗),新規,042-525-3131,2017/9/28,042-666-6950,杉本　和久
7823,はーべすと,東京都立川市柴崎町３丁目２番１号,グランデュオ立川７Ｆ,株式会社クリエイト・レストランツ・ホールディングス,東京都品川区東五反田５丁目１０番１８号,飲食店営業(一般飲食店),更新,042-540-2226,2011/6/14,03-5488-8001,岡本　晴彦
7824,かまどか立川店,東京都立川市柴崎町３丁目３番１号,山三電機ビル5F,株式会社レインズインターナショナル,神奈川県横浜市西区みなとみらい2丁目2番1号ランドマークタワー１２階,飲食店営業(一般飲食店),新規,042-548-1095,2017/3/10,045-224-7000,根本　寿一
7825,ゴールデン キャデラック,東京都立川市柴崎町３丁目３番５号,ベルフェアー立川６階,株式会社ヒロム企画,東京都世田谷区南烏山６丁目３番１５号,飲食店営業(バー・キャバレー),更新,,2011/2/23,,堀　工
7826,九州うまかもんと本格焼酎　みこと　立川店,東京都立川市柴崎町３丁目３番７号,山三電機ビル４Ｆ,株式会社エレキング,東京都渋谷区代々木二丁目６番８号exビル３Ｆ,飲食店営業(一般飲食店),更新,042-548-7917,2010/2/3,03-5351-3247,瀬山　剛史
7827,ファミリーマート立川駅南口店,東京都立川市柴崎町３丁目３番７号,,有限会社オオハシリテイリング,東京都練馬区豊玉北５丁目２２番７号,菓子製造業(その他の菓子製造業),新規,042-540-1029,2017/4/28,03-5946-4920,関　伊久雄
7828,Pizzeria e Osteria MUGI,東京都立川市柴崎町３丁目３番７号,山三電機ビル3階,有限会社麦企画,東京都羽村市小作台１丁目４番地１,飲食店営業(一般飲食店),新規,,2017/3/7,042-595-6241,田原　潤治
7829,きらり（輝）,東京都立川市柴崎町３丁目４番１３号,トミービル２F,,,飲食店営業(一般飲食店),新規,,2017/12/15,,
7830,銀だこハイボール酒場　立川店,東京都立川市柴崎町３丁目４番１４号,ベルトリーサビル１階,株式会社ホットランド,東京都中央区新富一丁目９番６号,飲食店営業(一般飲食店),新規,042-512-9445,2017/11/27,03-3553-8885,佐瀬　守男
7831,中華料理　東園,東京都立川市柴崎町３丁目４番１７号,花伝ビル１F,株式会社方園,千葉市美浜区真砂３－１３真砂第二５－６０４室,飲食店営業(一般飲食店),新規,042-595-9272,2017/10/5,043-216-2535,中村　家康
7832,Cotton Candy,東京都立川市柴崎町３丁目４番１７号,花伝ビル３階,合同会社クルー,東京都国分寺市本町２丁目１４番３号ＩＴプラスビル２階,飲食店営業(一般飲食店),新規,042-512-9001,2017/10/24,,今村　博紀
7833,沖縄料理　ニライカナイ立川　ぱなり,東京都立川市柴崎町３丁目４番１７号,花伝ビルＢ１,有限会社コパアミューズメント,東京都武蔵野市吉祥寺東町１丁目６番１号,飲食店営業(一般飲食店),更新,042-527-3304,2011/2/4,0422-21-8522,入江　成夫
7834,立ち呑み処　ウィン,東京都立川市柴崎町３丁目４番４号,あずまビル1階,,,飲食店営業(一般飲食店),新規,,2017/9/6,,
7835,かぶら屋　立川店,東京都立川市柴崎町３丁目４番７号,栄屋ビル１階,株式会社A-ONEフードサービス,東京都武蔵野市中町１丁目２１番１０号都築ビル１階,飲食店営業(一般飲食店),新規,042-523-4433,2017/3/1,,中島　健
7836,らーめん　チキント,東京都立川市柴崎町３丁目４番９号,立川ビル１F,,,飲食店営業(一般飲食店),更新,,2011/4/5,,
7837,マドンナ,東京都立川市柴崎町３丁目４番９号,立川ビル２階,,,飲食店営業(一般飲食店),新規,042-512-5679,2017/3/15,,
7838,パブスナック　マドンナ,東京都立川市柴崎町３丁目４番９号,立川ビル２階,,,飲食店営業(一般飲食店),新規,,2017/3/23,,
7839,けむり　立川店,東京都立川市柴崎町３丁目５番１０号,桝鮮ビル１F,株式会社けむり,東京都港区六本木3丁目3番10号,飲食店営業(一般飲食店),更新,042-526-2633,2011/7/20,03-3505-4740,小松　大地
7840,Ｓ．Ａ．Ｉ,東京都立川市柴崎町３丁目５番１１号,柴崎町ソシアルビル２階,有限会社サワディワールド,東京都町田市原町田６丁目１８番１７号東亜町田ビルⅢ４階,飲食店営業(バー・キャバレー),更新,042-526-2337,2011/8/3,042-724-3665,柳澤　悠一郎
7841,パブ　ゾロタス,東京都立川市柴崎町３丁目５番２１号,井上ビル２階－Ｂ号,株式会社ホワイト,東京都立川市柴崎町３丁目５番２１号井上ビル２階,飲食店営業(バー・キャバレー),新規,042-527-0918,2017/2/15,042-527-0918,水石　忠
7842,JA東京第１ビル７F社員食堂,東京都立川市柴崎町３丁目５番２５号,７Ｆ社員食堂,ハーベスト株式会社,横浜市保土ヶ谷区岩間町２丁目１２０番地,飲食店営業(集団給食),新規,042-528-1368,2017/3/23,045-336-1109,脇本　実
7843,JA東京健康管理センター,東京都立川市柴崎町３丁目６番１０号,健康管理センター,ハーベスト株式会社,横浜市保土ヶ谷区岩間町２丁目１２０番地,飲食店営業(集団給食),新規,042-528-1380,2017/3/23,045-336-1109,脇本　実
7844,ファミリーマート立川柴崎町店,東京都立川市柴崎町３丁目６番１７号,ラングマンション１階,株式会社TMコーポレーション,東京都立川市栄町４丁目３３番地の１０,飲食店営業(一般飲食店),新規,042-548-1483,2017/8/22,042-536-4124,穂積　誠
7845,ファミリーマート立川柴崎町店,東京都立川市柴崎町３丁目６番１７号,ラングマンション１階,株式会社TMコーポレーション,東京都立川市栄町４丁目３３番地の１０,菓子製造業(パン製造業),新規,042-548-1483,2017/8/22,042-536-4124,穂積　誠
7846,ファミリーマート立川柴崎町店,東京都立川市柴崎町３丁目６番１７号,ラングマンション１階,株式会社TMコーポレーション,東京都立川市栄町４丁目３３番地の１０,乳類販売業(ショーケース売り),新規,042-548-1483,2017/8/22,042-536-4124,穂積　誠
7847,ファミリーマート立川柴崎町店,東京都立川市柴崎町３丁目６番１７号,ラングマンション１階,株式会社TMコーポレーション,東京都立川市栄町４丁目３３番地の１０,食肉販売業(包装),新規,042-548-1483,2017/8/22,042-536-4124,穂積　誠
7848,ファミリーマート立川柴崎町店,東京都立川市柴崎町３丁目６番１７号,ラングマンション１階,株式会社TMコーポレーション,東京都立川市栄町４丁目３３番地の１０,魚介類販売業(包装),新規,042-548-1483,2017/8/22,042-536-4124,穂積　誠
7849,ファミリーマート立川柴崎町店,東京都立川市柴崎町３丁目６番１７号,ラングマンション１階,株式会社TMコーポレーション,東京都立川市栄町４丁目３３番地の１０,食料品等販売業(店舗),新規,042-548-1483,2017/8/22,042-536-4124,穂積　誠
7850,千の庭　立川店,東京都立川市柴崎町３丁目６番２号,アレアレア１　７階,株式会社オーイズミフーズ,神奈川県伊勢原市伊勢原２丁目５番４３号,飲食店営業(一般飲食店),更新,042-548-1277,2005/3/23,046-297-2511,大泉　賢治
7851,カラオケまねきねこ立川南口店,東京都立川市柴崎町３丁目６番２号,アレアレア１　６Ｆ,株式会社コシダカ,群馬県前橋市大友町一丁目5番地１,飲食店営業(一般飲食店),新規,042-512-8222,2017/12/7,027-280-3371,腰高　博
7852,Tre　Monte,東京都立川市柴崎町３丁目６番６号,TSJ ビル６階,株式会社Tre　Monte,東京都立川市柴崎町３丁目６番６号ＴＳJ ビル６F,飲食店営業(一般飲食店),新規,042-528-3320,2017/5/2,042-528-3320,密山　晋吾
7853,ＣＯＮＡ　立川店,東京都立川市柴崎町３丁目７番２４号,Myビル１階,株式会社ＩＮＧＳ,東京都新宿区新宿六丁目２８番８号ラ・ベルティ新宿８０１号室,飲食店営業(一般飲食店),新規,042-595-6237,2017/8/7,03-3358-2958,青柳　誠希
7854,ゆめあん食堂　立川駅南口,東京都立川市柴崎町３丁目７番２５号,２F,株式会社すかいらーくレストランツ,東京都武蔵野市西久保一丁目２５番８号,飲食店営業(一般飲食店),新規,042-540-7520,2017/1/20,0422-37-5218,崎田　晴義
7855,北海魚道楽　ほほほの北海道,東京都立川市柴崎町３丁目７番４号,山下ビル3階,株式会社ランドスター,東京都国立市中１丁目２番地の３８林檎館1F,飲食店営業(一般飲食店),更新,042-522-1388,2005/9/7,042-577-2709,村上　幹
7856,創作和食　籠る,東京都立川市柴崎町３丁目７番７号,ＳＫ立川駅前ビル４Ｆ,株式会社籠るコーポレーション,東京都武蔵村山市三ッ藤１丁目６７番地の８,飲食店営業(一般飲食店),新規,042-595-8071,2017/2/1,042-569-6341,篭原　稔
7857,ビストロ　ヴァン　マルシェ,東京都立川市柴崎町３丁目７番７号,SK立川駅前ビル３F,大倉インターナショナル株式会社,東京都立川市錦町３丁目１番３号,飲食店営業(一般飲食店),新規,,2017/6/15,042-595-9742,石成　正人
7858,WaraeVa,東京都立川市柴崎町３丁目７番７号,SK立川駅前ビル２階,,,飲食店営業(一般飲食店),新規,042-595-8292,2017/4/12,,
7859,ファミリーマート立川南駅店,東京都立川市柴崎町３丁目７番先,,相鉄ステーションリテール株式会社,神奈川県横浜市西区北幸二丁目9番14号,菓子製造業(パン製造業),新規,042-548-0715,2017/5/15,045-319-2326,千原　広司
7860,Trippers,東京都立川市柴崎町３丁目８番１０号,コラボ１F,,,飲食店営業(一般飲食店),新規,,2017/4/12,,
7861,ファミリーマート立川南駅前店,東京都立川市柴崎町３丁目８番２号,,株式会社ＴＭコーポレーション,東京都立川市栄町４丁目３３番地の１０,菓子製造業(パン製造業),新規,042-540-7885,2017/5/2,042-536-4124,穂積　誠
7862,立川通勤寮レパスト事業所,東京都立川市柴崎町４丁目１１番１５号,,株式会社レパスト,東京都中央区銀座七丁目１３番８号,飲食店営業(集団給食),更新,,2010/4/1,03-3541-1751,西　剛平
7863,松屋  立川柴崎町店,東京都立川市柴崎町６丁目１０番８号,,株式会社松屋フーズ,東京都武蔵野市中町１丁目１４番５号,飲食店営業(一般飲食店),更新,042-540-3085,2003/3/24,0422-38-1121,瓦葺　一利
7864,ファミリーマート　柴崎町六丁目店,東京都立川市柴崎町６丁目１８番７号,,有限会社カイダ,東京都国立市富士見台１丁目１番地の１１,菓子製造業(その他の菓子製造業),新規,042-521-6725,2017/4/28,,瑠璃川　均
7865,欅菜館,東京都立川市若葉町１丁目１２番地の４,,,,飲食店営業(一般飲食店),更新,042-537-0675,1985/6/3,,
7866,クリエイトS・D立川若葉町店,東京都立川市若葉町１丁目１３番地の２,,株式会社クリエイトエス・ディー,神奈川県横浜市青葉区荏田西二丁目３番地２,乳類販売業(ショーケース売り),新規,042-538-5077,2017/1/24,045-914-8161,廣瀨　泰三
7867,クリエイトS・D立川若葉町店,東京都立川市若葉町１丁目１３番地の２,,株式会社クリエイトエス・ディー,神奈川県横浜市青葉区荏田西二丁目３番地２,食肉販売業(包装),新規,042-538-5077,2017/1/24,045-914-8161,廣瀨　泰三
7868,クリエイトS・D立川若葉町店,東京都立川市若葉町１丁目１３番地の２,,株式会社クリエイトエス・ディー,神奈川県横浜市青葉区荏田西二丁目３番地２,魚介類販売業(包装),新規,042-538-5077,2017/1/24,045-914-8161,廣瀨　泰三
7869,クリエイトS・D立川若葉町店,東京都立川市若葉町１丁目１３番地の２,,株式会社クリエイトエス・ディー,神奈川県横浜市青葉区荏田西二丁目３番地２,食料品等販売業(店舗),新規,042-538-5077,2017/1/24,045-914-8161,廣瀨　泰三
7870,けやき台ドライブイン,東京都立川市若葉町１丁目１番地の１,,,,飲食店営業(一般飲食店),更新,042-536-1494,1967/7/29,,
7871,いちの屋,東京都立川市若葉町１丁目９番地の５,,,,飲食店営業(一般飲食店),新規,,2017/1/12,,
7872,ユーシーシーフーヅ株式会社　立川支店,東京都立川市若葉町２丁目５５番地の２,,ユーシーシーフーヅ株式会社,兵庫県神戸市中央区多聞通５丁目１番６号,乳類販売業(ショーケース売り),更新,042-535-2555,1999/2/1,078-304-8888,川久保　則志
7873,ユーシーシーフーヅ株式会社　立川支店,東京都立川市若葉町２丁目５５番地の２,,ユーシーシーフーヅ株式会社,兵庫県神戸市中央区多聞通５丁目１番６号,食肉販売業(包装),更新,042-535-2555,1994/2/1,078-304-8888,川久保　則志
7874,ユーシーシーフーヅ株式会社　立川支店,東京都立川市若葉町２丁目５５番地の２,,ユーシーシーフーヅ株式会社,兵庫県神戸市中央区多聞通５丁目１番６号,魚介類販売業(包装),更新,042-535-2555,1994/2/1,078-304-8888,川久保　則志
7875,ユーシーシーフーヅ株式会社　立川支店,東京都立川市若葉町２丁目５５番地の２,,ユーシーシーフーヅ株式会社,兵庫県神戸市中央区多聞通５丁目１番６号,食料品等販売業(店舗),更新,042-535-2555,1994/2/1,078-304-8888,川久保　則志
7876,ローソン立川若葉町三丁目,東京都立川市若葉町３丁目５４番地の１４,,,,飲食店営業(一般飲食店),新規,042-537-7882,2017/9/28,,
7877,ローソン立川若葉町三丁目,東京都立川市若葉町３丁目５４番地の１４,,,,菓子製造業(パン製造業),新規,042-537-7882,2017/9/28,,
7878,ローソン立川若葉町三丁目,東京都立川市若葉町３丁目５４番地の１４,,,,乳類販売業(ショーケース売り),新規,042-537-7882,2017/9/28,,
7879,ローソン立川若葉町三丁目,東京都立川市若葉町３丁目５４番地の１４,,,,食肉販売業(包装),新規,042-537-7882,2017/9/28,,
7880,ローソン立川若葉町三丁目,東京都立川市若葉町３丁目５４番地の１４,,,,魚介類販売業(包装),新規,042-537-7882,2017/9/28,,
7881,ローソン立川若葉町三丁目,東京都立川市若葉町３丁目５４番地の１４,,,,食料品等販売業(店舗),新規,042-537-7882,2017/9/28,,
7882,おざき,東京都立川市若葉町３丁目５４番地の５,,,,飲食店営業(そば屋),新規,042-535-3016,2017/7/25,,
7883,エベレスト　キッチン,東京都立川市若葉町４丁目１２番地の５,,YETIホールディング合同会社,東京都渋谷区笹塚二丁目30番1－408号,飲食店営業(一般飲食店),新規,,2017/3/16,03-3322-1653,カドウカ・ダディワル
7884,自家焙煎珈琲豆店　一福,東京都立川市若葉町４丁目１８番地の４,,,,飲食店営業(一般飲食店),新規,042-534-0290,2017/7/10,,
7885,オカダ商事,東京都立川市若葉町４丁目２１番地の３,,,,魚介類販売業(一般),更新,,2011/5/30,,
7886,北京飯荘,東京都立川市曙町１丁目１２番２３号,立川ホテル１階,,,飲食店営業(一般飲食店),更新,042-522-8728,2005/8/31,,
7887,ファミリーマート立川駅北口店,東京都立川市曙町１丁目１４番１０号,,合資会社植松,東京都三鷹市下連雀７丁目８番２号,菓子製造業(パン製造業),新規,042-548-8251,2017/5/1,042-241-0585,植松正明
7888,ファミリーマート立川曙町一丁目店,東京都立川市曙町１丁目１４番１７号,,株式会社音和,東京都立川市曙町１丁目１４番１７号,菓子製造業(パン製造業),新規,042-548-1023,2017/7/12,042-548-1023,伊東　伸恵
7889,睦乃家,東京都立川市曙町１丁目２３番１０号,,株式会社ディレック,東京都立川市曙町一丁目２３番１０号,飲食店営業(一般飲食店),更新,042-527-6776,2011/6/7,042-527-6776,石渡　土筆
7890,アジアンビストロ＆バル　MOON　DANCE,東京都立川市曙町１丁目２４番１３号,,ヒマラヤンピース株式会社,埼玉県所沢市くすのき台三丁目１６番地の２,飲食店営業(一般飲食店),新規,042-595-6672,2017/8/25,04-2554-0336,グルンジワン
7891,らんぶる,東京都立川市曙町１丁目２４番１３号,,,,飲食店営業(一般飲食店),更新,042-529-1818,2005/9/8,,
7892,オステリア　タイム,東京都立川市曙町１丁目２７番４号,ル・グラン立川１Ｆ,,,飲食店営業(一般飲食店),新規,042-512-5886,2017/10/17,,
7893,Pizzeria　YUICIRO&A,東京都立川市曙町１丁目３０番２１号,立川井上ビル１F,株式会社CCSU,東京都立川市曙町１丁目３０番２１号,飲食店営業(一般飲食店),更新,042-512-9570,2010/1/4,,鈴木　雄一朗
7894,ローソン立川曙橋店,東京都立川市曙町２丁目１０番１号,ぶどうやビル１階,有限会社ふじや,東京都昭島市昭和町２丁目３番７号クレスト近江ビル６０２号室,飲食店営業(一般飲食店),更新,042-528-2823,2011/4/12,042-545-2976,藤川　晃
7895,ローソン立川曙橋店,東京都立川市曙町２丁目１０番１号,ぶどうやビル１階,有限会社ふじや,東京都昭島市昭和町２丁目３番７号クレスト近江ビル６０２号室,菓子製造業(その他の菓子製造業),更新,042-528-2823,2011/4/12,042-545-2976,藤川　晃
7896,ローソン立川曙橋店,東京都立川市曙町２丁目１０番１号,ぶどうやビル１階,有限会社ふじや,東京都昭島市昭和町２丁目３番７号クレスト近江ビル６０２号室,乳類販売業(ショーケース売り),更新,042-528-2823,2011/4/12,042-545-2976,藤川　晃
7897,ローソン立川曙橋店,東京都立川市曙町２丁目１０番１号,ぶどうやビル１階,有限会社ふじや,東京都昭島市昭和町２丁目３番７号クレスト近江ビル６０２号室,食肉販売業(包装),更新,042-528-2823,2011/4/12,042-545-2976,藤川　晃
